Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
"Real Time Diagnosis & Fault Detection for the Reliability Improvement of the Embedded Systems","Journal of Signal Processing Systems","","73","2","10.1007/s11265-013-0739-1","O. BennounaJ. P. Roux","2013","http://link.springer.com/article/10.1007/s11265-013-0739-1","Article"
"Application of Bayesian Network Learning Methods to Waste Water Treatment Plants","Applied Intelligence","","13","1","10.1023/A:1008375228885","Ramón SangüesaPhillip Burrell","2000","http://link.springer.com/article/10.1023/A%3A1008375228885","Article"
"A Software Radio Implementation of Centralized MAC Protocol for Cognitive Radio Networks","Wireless Personal Communications","","68","3","10.1007/s11277-012-0502-0","Alessandro DelfinoLeonardo GorattiRaimondo GiulianiFranco OliveriGianmarco Baldini","2013","http://link.springer.com/article/10.1007/s11277-012-0502-0","Article"
"Automatic texture characterization using Gabor filters and neurofuzzy computing","The International Journal of Advanced Manufacturing Technology","","52","1 - 4","10.1007/s00170-010-2706-3","Beatriz PaniaguaMiguel A. Vega-RodríguezJuan A. Gómez-PulidoJuan M. Sánchez-Pérez","2011","http://link.springer.com/article/10.1007/s00170-010-2706-3","Article"
"Multi-Level Fault Injections in VHDL Descriptions: Alternative Approaches and Experiments","Journal of Electronic Testing","","19","5","10.1023/A:1025178014797","R. LeveugleK. Hadjiat","2003","http://link.springer.com/article/10.1023/A%3A1025178014797","Article"
"On the Utilization of Java Technology in Embedded Systems","Design Automation for Embedded Systems","","8","1","10.1023/A:1022344203816","Øyvind StrømKjetil SvarstadEinar J. Aas","2003","http://link.springer.com/article/10.1023/A%3A1022344203816","Article"
"Impact of object extraction methods on classification performance in surface inspection systems","Machine Vision and Applications","","21","5","10.1007/s00138-009-0205-z","Stefan RaiserEdwin LughoferChristian EitzingerJames Edward Smith","2010","http://link.springer.com/article/10.1007/s00138-009-0205-z","Article"
"Simulation study of a remote wireless path tracking control with delay estimation for an autonomous guided vehicle","The International Journal of Advanced Manufacturing Technology","","52","5 - 8","10.1007/s00170-010-2736-x","Camilo LozoyaPau MartíManel VelascoJosep M. FuertesEnric Xavier Martín","2011","http://link.springer.com/article/10.1007/s00170-010-2736-x","Article"
"A Comparative Survey of Adaptive Codec Solutions for VoIP over Multirate WLANs: A Capacity versus Quality Performance Trade-Off","EURASIP Journal on Wireless Communications and Networking","","2011","1","10.1155/2011/534520","A. SfairopoulouB. BellaltaC. MacianM. Oliver","2011","http://link.springer.com/article/10.1155/2011/534520","Article"
"A Java Framework to Specify Faultloads for Fault Injection Campaigns","Journal of Electronic Testing","","27","4","10.1007/s10836-011-5217-8","Ruthiano Simioni MunarettiTaisy Silva WeberSérgio Luis CechinBruno Coswig Fiss","2011","http://link.springer.com/article/10.1007/s10836-011-5217-8","Article"
"Intelligent feature selection and classification techniques for intrusion detection in networks: a survey","EURASIP Journal on Wireless Communications and Networking","","2013","1","10.1186/1687-1499-2013-271","Sannasi GanapathyKanagasabai KulothunganSannasy MuthurajkumarMuthusamy VijayalakshmiPalanichamy YogeshArputharaj Kannan","2013","http://link.springer.com/article/10.1186/1687-1499-2013-271","Article"
"A model for measuring complexity of automated and hybrid assembly systems","The International Journal of Advanced Manufacturing Technology","","62","5 - 8","10.1007/s00170-011-3844-y","S. N. SamyH. ElMaraghy","2012","http://link.springer.com/article/10.1007/s00170-011-3844-y","Article"
"Automatic resource allocation in a distributed camera network","Machine Vision and Applications","","21","4","10.1007/s00138-008-0182-7","Deepak R. KaruppiahRoderic A. GrupenZhigang ZhuAllen R. Hanson","2010","http://link.springer.com/article/10.1007/s00138-008-0182-7","Article"
"Efficient Pattern Generation for Small-Delay Defects Using Selection of Critical Faults","Journal of Electronic Testing","","29","1","10.1007/s10836-012-5345-9","Fang BaoKe PengMahmut YilmazKrishnendu ChakrabartyLeRoy WinembergMohammad Tehranipoor","2013","http://link.springer.com/article/10.1007/s10836-012-5345-9","Article"
"Timing Analysis of Real-Time Communication Under Electromagnetic Interference","Real-Time Systems","","30","1 - 2","10.1007/s11241-005-0504-z","I. BrosterA. BurnsG. RodrÍguez-Navas","2005","http://link.springer.com/article/10.1007/s11241-005-0504-z","Article"
"A real-time vision system for defect inspection in cast extrusion manufacturing process","The International Journal of Advanced Manufacturing Technology","","40","1 - 2","10.1007/s00170-007-1326-z","P. GamageS. Q. Xie","2009","http://link.springer.com/article/10.1007/s00170-007-1326-z","Article"
"Abstracts from the Workshop “Non Invasive Investigation of Muscle Function” Marseille (France), October 4–6, 2001","Magnetic Resonance Materials in Physics, Biology and Medicine","","14","2","10.1007/BF02668189","","2002","http://link.springer.com/article/10.1007/BF02668189","Article"
"Comparison of machine learning algorithms for optimization and improvement of process quality in conventional metallic materials","The International Journal of Advanced Manufacturing Technology","","60","1 - 4","10.1007/s00170-011-3578-x","Susana FerreiroBasilio Sierra","2012","http://link.springer.com/article/10.1007/s00170-011-3578-x","Article"
"Wireless Innovations as Enablers for Complex & Dynamic Artificial Systems","Wireless Personal Communications","","53","3","10.1007/s11277-010-9952-4","Spyridon VassilarasGregory S. Yovanof","2010","http://link.springer.com/article/10.1007/s11277-010-9952-4","Article"
"Online Distributed Fault Diagnosis in Wireless Sensor Networks","Wireless Personal Communications","","71","3","10.1007/s11277-012-0916-8","Arunanshu MahapatroPabitra Mohan Khilar","2013","http://link.springer.com/article/10.1007/s11277-012-0916-8","Article"
"Real-time image texture analysis in quality management using grid computing: an application to the MDF manufacturing industry","The International Journal of Advanced Manufacturing Technology","","58","9 - 12","10.1007/s00170-011-3456-6","A. J. Sánchez SantiagoA. J. YusteJ. E. Muñoz ExpósitoSebastian García GalánR. P. PradoJ. M. MaqueiraS. Bruque","2012","http://link.springer.com/article/10.1007/s00170-011-3456-6","Article"
"A quality metric for IDS signatures: in the wild the size matters","EURASIP Journal on Information Security","","2013","1","10.1186/1687-417X-2013-7","Elias RaftopoulosXenofontas Dimitropoulos","2013","http://link.springer.com/article/10.1186/1687-417X-2013-7","Article"
"An occupancy-based and channel-aware multi-level adaptive scheme for video communications over wireless channels","EURASIP Journal on Wireless Communications and Networking","","2011","1","10.1186/1687-1499-2011-199","Husameldin MukhtarMohamed HassanTaha Landolsi","2011","http://link.springer.com/article/10.1186/1687-1499-2011-199","Article"
"Modelling motivations, tasks and human errors in a risk-based perspective","Cognition, Technology & Work","","14","3","10.1007/s10111-011-0205-4","P. C. CacciabueM. Cassani","2012","http://link.springer.com/article/10.1007/s10111-011-0205-4","Article"
"Comparison of Multimedia Delivery Scenarios Using Parallel Wireless Links and Path Diversity","Mobile Networks and Applications","","12","5 - 6","10.1007/s11036-008-0042-8","Ki-Dong LeeByung K. YiVictor C. M. Leung","2007","http://link.springer.com/article/10.1007/s11036-008-0042-8","Article"
"Safe and effective navigation of autonomous robots in hazardous environments","Autonomous Robots","","22","3","10.1007/s10514-006-9721-0","Derek SewardConrad PaceRahee Agate","2007","http://link.springer.com/article/10.1007/s10514-006-9721-0","Article"
"Dynamic random regression forests for real-time head pose estimation","Machine Vision and Applications","","24","8","10.1007/s00138-013-0524-y","Ying YingHan Wang","2013","http://link.springer.com/article/10.1007/s00138-013-0524-y","Article"
"Vision inspection system for the identification and classification of defects in MIG welding joints","The International Journal of Advanced Manufacturing Technology","","61","9 - 12","10.1007/s00170-011-3770-z","G. Senthil KumarU. NatarajanS. S. Ananthan","2012","http://link.springer.com/article/10.1007/s00170-011-3770-z","Article"
"Tissue-level segmentation and tracking of cells in growing plant roots","Machine Vision and Applications","","23","4","10.1007/s00138-011-0329-9","Vijaya SethuramanAndrew FrenchDarren WellsKim KenobiTony Pridmore","2012","http://link.springer.com/article/10.1007/s00138-011-0329-9","Article"
"Automatic estimation of endothelium cell density in donor corneas by means of Fourier analysis","Medical and Biological Engineering and Computing","","42","5","10.1007/BF02347557","M. ForacchiaProfessor A. Ruggeri","2004","http://link.springer.com/article/10.1007/BF02347557","Article"
"Automated visual classification of frequent defects in flat steel coils","The International Journal of Advanced Manufacturing Technology","","57","9 - 12","10.1007/s00170-011-3352-0","Roberto MedinaFernando GayuboLuis M. González-RodrigoDavid OlmedoJaime Gómez-García-BermejoEduardo ZalamaJosé R. Perán","2011","http://link.springer.com/article/10.1007/s00170-011-3352-0","Article"
"A statistics-based sensor selection scheme for continuous probabilistic queries in sensor networks","Real-Time Systems","","35","1","10.1007/s11241-006-9000-3","Song HanEdward ChanReynold ChengKam-Yiu Lam","2007","http://link.springer.com/article/10.1007/s11241-006-9000-3","Article"
"Novel Radio Link Buffer Management Schemes for End-User Multi-class Traffic in High Speed Packet Access Networks","Wireless Personal Communications","","61","2","10.1007/s11277-010-0027-3","Suleiman Y. YerimaKhalid Al-Begain","2011","http://link.springer.com/article/10.1007/s11277-010-0027-3","Article"
"Combined Fault Classification and Error Propagation Analysis to Refine RT-Level Dependability Evaluation","Journal of Electronic Testing","","21","4","10.1007/s10836-005-0974-x","A. AmmariK. HadjiatR. Leveugle","2005","http://link.springer.com/article/10.1007/s10836-005-0974-x","Article"
"An integrated stochastic-fuzzy modeling approach for supply chain leanness evaluation","The International Journal of Advanced Manufacturing Technology","","68","5 - 8","10.1007/s00170-013-4966-1","Farzad BehrouziKuan Yew Wong","2013","http://link.springer.com/article/10.1007/s00170-013-4966-1","Article"
"Efficient Handover with Load Balancing: A Quality Perspective Approach","Wireless Personal Communications","","72","4","10.1007/s11277-013-1186-9","Sneha Shekhar JeurkarM. U. Kharat","2013","http://link.springer.com/article/10.1007/s11277-013-1186-9","Article"
"Formal Methods in Designing Embedded Systems—the SACRES Experience","Formal Methods in System Design","","19","1","10.1023/A:1011295931367","Klaus Winkelmann","2001","http://link.springer.com/article/10.1023/A%3A1011295931367","Article"
"Automatic Fabric Storing and Feeding in Quality Clothing Manufacture","Journal of Intelligent and Robotic Systems","","37","4","10.1023/A:1026194432448","G. M. AcacciaA. MarelliR. C. MicheliniA. Zuccotti","2003","http://link.springer.com/article/10.1023/A%3A1026194432448","Article"
"Speech and Language Processing for Multimodal Human-Computer Interaction","Journal of VLSI signal processing systems for signal, image and video technology","","36","2 - 3","10.1023/B:VLSI.0000015095.19623.73","L. DengY. WangK. WangA. AceroH. HonJ. DroppoC. BoulisM. MahajanX.D. Huang","2004","http://link.springer.com/article/10.1023/B%3AVLSI.0000015095.19623.73","Article"
"Evaluating the Effectiveness of a Software-Based Technique Under SEEs Using FPGA-Based Fault Injection Approach","Journal of Electronic Testing","","28","6","10.1007/s10836-012-5321-4","M. Portela-GarciaA. LindosoL. EntrenaM. Garcia-ValderasC. Lopez-OngilN. MarroniB. PiantaL. Bolzani PoehlsF. Vargas","2012","http://link.springer.com/article/10.1007/s10836-012-5321-4","Article"
"Built-In Self-Test of Field Programmable Analog Arrays based on Transient Response Analysis","Journal of Electronic Testing","","23","6","10.1007/s10836-007-5004-8","T. R. BalenJ. V. CalvanoM. S. LubaszewskiM. Renovell","2007","http://link.springer.com/article/10.1007/s10836-007-5004-8","Article"
"Backward Inference in Bayesian Networks for Distributed Systems Management","Journal of Network and Systems Management","","13","4","10.1007/s10922-005-9003-8","Jianguo DingBernd KrämerYingcai BaiHansheng Chen","2005","http://link.springer.com/article/10.1007/s10922-005-9003-8","Article"
"Conceptual characteristic features of fault-free hardware design","Automation and Remote Control","","73","7","10.1134/S0005117912070107","V. N. Dianov","2012","http://link.springer.com/article/10.1134/S0005117912070107","Article"
"Book of Abstracts ESMRMB 2005 22nd Annual Scientific Meeting Basle/CH, Sept. 15-18, 2005","Magnetic Resonance Materials in Physics, Biology and Medicine","","18","1","10.1007/s10334-005-0001-3","","2005","http://link.springer.com/article/10.1007/s10334-005-0001-3","Article"
"Key issues and developments in modelling and simulation-based methodologies for manufacturing systems analysis, design and performance evaluation","The International Journal of Advanced Manufacturing Technology","","25","11 - 12","10.1007/s00170-003-1957-7","Q. WangC.R. Chatwin","2005","http://link.springer.com/article/10.1007/s00170-003-1957-7","Article"
