title$|$authors$|$year$|$citedCount$|$fulltext_url
A concept of web-based energy data quality assurance and control system$|$Anton Tyukov,Adriaan Brebels,Maxim Shcherbakov,Valeriy Kamaev$|$2012$|$0$|$http://dl.acm.org/ft_gateway.cfm?id=2428779
An instruction-level fine-grained recovery approach for soft errors$|$Jianjun Xu,Qingping Tan,Lanfang Tan,Huiping Zhou$|$2013$|$0$|$http://dl.acm.org/ft_gateway.cfm?id=2480644
Quantitative analysis of faults and failures with multiple releases of softpm$|$Shujian Wu,Qing Wang,Ye Yang$|$2008$|$0$|$http://dl.acm.org/ft_gateway.cfm?id=1414037
A software component quality framework$|$Alexandre Alvaro,Eduardo Santana de Almeida,Silvio Romero de Lemos Meira$|$2010$|$5$|$http://dl.acm.org/ft_gateway.cfm?id=1668863
Framework for malware resistance metrics$|$Hanno Langweg$|$2006$|$1$|$http://dl.acm.org/ft_gateway.cfm?id=1179503
A survey in the area of machine learning and its application for software quality prediction$|$Ekbal Rashid,Srikanta Patnayak,Vandana Bhattacherjee$|$2012$|$0$|$http://dl.acm.org/ft_gateway.cfm?id=2347709
Direct-dependency-based software compatibility testing$|$Il-Chul Yoon,Alan Sussman,Atif Memon,Adam Porter$|$2007$|$10$|$http://dl.acm.org/ft_gateway.cfm?id=1321696
A software component quality framework$|$Alexandre Alvaro,Eduardo Santana de Almeida,Silvio Romero de Lemos Meira$|$2010$|$5$|$http://dl.acm.org/ft_gateway.cfm?id=1668863
Visually localizing design problems with disharmony maps$|$Richard Wettel,Michele Lanza$|$2008$|$12$|$http://dl.acm.org/ft_gateway.cfm?id=1409745
Framework for malware resistance metrics$|$Hanno Langweg$|$2006$|$1$|$http://dl.acm.org/ft_gateway.cfm?id=1179503
A survey in the area of machine learning and its application for software quality prediction$|$Ekbal Rashid,Srikanta Patnayak,Vandana Bhattacherjee$|$2012$|$0$|$http://dl.acm.org/ft_gateway.cfm?id=2347709
Better, faster, and cheaper: what is better software?$|$Burak Turhan,Cetin Mericli,Tekin Mericli$|$2010$|$1$|$http://dl.acm.org/ft_gateway.cfm?id=1868345
Using software engineering technology to improve the quality of medical processes$|$Lori A. Clarke,George S. Avrunin,Leon J. Osterweil$|$2008$|$12$|$http://dl.acm.org/ft_gateway.cfm?id=1370179
Understanding the impact of code and process metrics on post-release defects: a case study on the Eclipse project$|$Emad Shihab,Zhen Ming Jiang,Walid M. Ibrahim,Bram Adams,Ahmed E. Hassan$|$2010$|$18$|$http://dl.acm.org/ft_gateway.cfm?id=1852792
Scheduling of conflicting refactorings to promote quality improvement$|$Hui Liu,Ge Li,Zhiyi Ma,Weizhong Shao$|$2007$|$0$|$http://dl.acm.org/ft_gateway.cfm?id=1321716
Software safety: where's the evidence?$|$John A McDermid$|$2001$|$19$|$http://dl.acm.org/ft_gateway.cfm?id=563781
An investigation of the effect of module size on defect prediction using static measures$|$A. Gunes Koru,Hongfang Liu$|$2005$|$15$|$http://dl.acm.org/ft_gateway.cfm?id=1083172
Modeling the Effect of Size on Defect Proneness for Open-Source Software$|$A. Gunes Koru,Dongsong Zhang,Hongfang Liu$|$2007$|$2$|$http://dl.acm.org/ft_gateway.cfm?id=1248965
Quantitative analysis of faults and failures with multiple releases of softpm$|$Shujian Wu,Qing Wang,Ye Yang$|$2008$|$0$|$http://dl.acm.org/ft_gateway.cfm?id=1414037
Estimating and bounding aggregations in databases with referential integrity errors$|$Javier Garcia-Garcia,Carlos Ordonez$|$2008$|$1$|$http://dl.acm.org/ft_gateway.cfm?id=1458442
Comparing software metrics tools$|$Rudiger Lincke,Jonas Lundberg,Welf Lowe$|$2008$|$22$|$http://dl.acm.org/ft_gateway.cfm?id=1390648
A Decision Rule Method for Assessing the Completeness and Consistency of a Data Warehouse$|$Nawaf Alkharboush,Yuefeng Li$|$2010$|$0$|$
Preserving the separation of concerns while composing aspects on shared joinpoints$|$Antoine Marot$|$2009$|$0$|$http://dl.acm.org/ft_gateway.cfm?id=1640039
A model and sensitivity analysis of the quality economics of defect-detection techniques$|$Stefan Wagner$|$2006$|$13$|$http://dl.acm.org/ft_gateway.cfm?id=1146247
Automatic system testing of programs without test oracles$|$Christian Murphy,Kuang Shen,Gail Kaiser$|$2009$|$10$|$http://dl.acm.org/ft_gateway.cfm?id=1572295
Oops! . . . I changed it again$|$Nils Gode,Jan Harder$|$2011$|$1$|$http://dl.acm.org/ft_gateway.cfm?id=1985408
Feedback driven adaptive combinatorial testing$|$Emine Dumlu,Cemal Yilmaz,Myra B. Cohen,Adam Porter$|$2011$|$4$|$http://dl.acm.org/ft_gateway.cfm?id=2001450
Specialization tools and techniques for systematic optimization of system software$|$Dylan McNamee,Jonathan Walpole,Calton Pu,Crispin Cowan,Charles Krasic,Ashvin Goel,Perry Wagle,Charles Consel,Gilles Muller,Renauld Marlet$|$2001$|$22$|$http://dl.acm.org/ft_gateway.cfm?id=377778
Oops! . . . I changed it again$|$Nils Gode,Jan Harder$|$2011$|$1$|$http://dl.acm.org/ft_gateway.cfm?id=1985408
Linking software design metrics to component change-proneness$|$Claire Ingram,Steve Riddle$|$2011$|$1$|$http://dl.acm.org/ft_gateway.cfm?id=1985384
A system for real-time fabric inspection and industrial decision$|$Aura Conci,Claudia Belmiro Proenca$|$2002$|$2$|$http://dl.acm.org/ft_gateway.cfm?id=568882
Automatic system testing of programs without test oracles$|$Christian Murphy,Kuang Shen,Gail Kaiser$|$2009$|$10$|$http://dl.acm.org/ft_gateway.cfm?id=1572295
An aspect-oriented approach for improving architecture design efficiency$|$Thorsten Keuler$|$2008$|$0$|$http://dl.acm.org/ft_gateway.cfm?id=1370224
Distributed computing in fault-prone dynamic networks$|$Philipp Brandes,Friedhelm Meyer auf der Heide$|$2012$|$2$|$http://dl.acm.org/ft_gateway.cfm?id=2414818
Investigating of high and low impact faults in object-oriented projects$|$Brij Mohan Goel,Pradeep Kumar Bhatia$|$2013$|$0$|$http://dl.acm.org/ft_gateway.cfm?id=2532807
System dynamics model for simulation of the software inspection process$|$Jailton Jr. De Sousa Coelho,Jose Luis Braga,Bernardo Giori Ambrosio$|$2013$|$0$|$http://dl.acm.org/ft_gateway.cfm?id=2507306
Evaluating advantages of test driven development: a controlled experiment with professionals$|$Gerardo Canfora,Aniello Cimitile,Felix Garcia,Mario Piattini,Corrado Aaron Visaggio$|$2006$|$17$|$http://dl.acm.org/ft_gateway.cfm?id=1159788
PROPANE: an environment for examining the propagation of errors in software$|$Martin Hiller,Arshad Jhumka,Neeraj Suri$|$2002$|$10$|$http://dl.acm.org/ft_gateway.cfm?id=566184
Models for software defects and testing strategies$|$Tapan P. Bagchi$|$2009$|$0$|$http://dl.acm.org/ft_gateway.cfm?id=1507202
A model and sensitivity analysis of the quality economics of defect-detection techniques$|$Stefan Wagner$|$2006$|$13$|$http://dl.acm.org/ft_gateway.cfm?id=1146247
Better performance or better manageability?$|$Mohammad A. Munawar,Paul A. S. Ward$|$2005$|$0$|$http://dl.acm.org/ft_gateway.cfm?id=1083072
Software process data quality and characteristics: a historical view on open and closed source projects$|$Adrian Bachmann,Abraham Bernstein$|$2009$|$14$|$http://dl.acm.org/ft_gateway.cfm?id=1595830
Characterizing verification of bug fixes in two open source IDEs$|$Rodrigo Souza,Christina Chavez$|$2012$|$0$|$http://dl.acm.org/ft_gateway.cfm?id=2664456
Modeling and engineering adaptive complex systems$|$Leszek A. Maciaszek$|$2007$|$1$|$http://dl.acm.org/ft_gateway.cfm?id=1386961
A paradigm for metric based inspection process for enhancing defect management$|$T.R. Gopalakrishnan Nair,V. Suma$|$2010$|$0$|$http://dl.acm.org/ft_gateway.cfm?id=1764827
PerOpteryx: automated application of tactics in multi-objective software architecture optimization$|$Anne Koziolek,Heiko Koziolek,Ralf Reussner$|$2011$|$11$|$http://dl.acm.org/ft_gateway.cfm?id=2000267
Community support for software development in small groups: the initial steps$|$Francesco Lelli,Mehdi Jazayeri$|$2009$|$1$|$http://dl.acm.org/ft_gateway.cfm?id=1595840
System dynamics model for simulation of the software inspection process$|$Jailton Jr. De Sousa Coelho,Jose Luis Braga,Bernardo Giori Ambrosio$|$2013$|$0$|$http://dl.acm.org/ft_gateway.cfm?id=2507306
PerOpteryx: automated application of tactics in multi-objective software architecture optimization$|$Anne Koziolek,Heiko Koziolek,Ralf Reussner$|$2011$|$11$|$http://dl.acm.org/ft_gateway.cfm?id=2000267
Presiding over accidents: system direction of human action$|$Jeffrey Heer,Nathaniel S. Good,Ana Ramirez,Marc Davis,Jennifer Mankoff$|$2004$|$10$|$http://dl.acm.org/ft_gateway.cfm?id=985751
Modeling and engineering adaptive complex systems$|$Leszek A. Maciaszek$|$2007$|$1$|$http://dl.acm.org/ft_gateway.cfm?id=1386961
Software process data quality and characteristics: a historical view on open and closed source projects$|$Adrian Bachmann,Abraham Bernstein$|$2009$|$14$|$http://dl.acm.org/ft_gateway.cfm?id=1595830
A paradigm for metric based inspection process for enhancing defect management$|$T.R. Gopalakrishnan Nair,V. Suma$|$2010$|$0$|$http://dl.acm.org/ft_gateway.cfm?id=1764827
ASSURE: automatic software self-healing using rescue points$|$Stelios Sidiroglou,Oren Laadan,Carlos Perez,Nicolas Viennot,Jason Nieh,Angelos D. Keromytis$|$2009$|$33$|$http://dl.acm.org/ft_gateway.cfm?id=1508250
Testing randomized software by means of statistical hypothesis tests$|$Ralph Guderlei,Johannes Mayer,Christoph Schneckenburger,Frank Fleischer$|$2007$|$0$|$http://dl.acm.org/ft_gateway.cfm?id=1295084
Inter-context control-flow and data-flow test adequacy criteria for nesC applications$|$Zhifeng Lai,S. C. Cheung,W. K. Chan$|$2008$|$13$|$http://dl.acm.org/ft_gateway.cfm?id=1453115
Value-based quality processes and results$|$Barry Boehm$|$2005$|$0$|$http://dl.acm.org/ft_gateway.cfm?id=1083294
Usage of multiple prediction models based on defect categories$|$Bora Caglayan,Ayse Tosun,Andriy Miranskyy,Ayse Bener,Nuzio Ruffolo$|$2010$|$4$|$http://dl.acm.org/ft_gateway.cfm?id=1868341
Black-box approach for testing quality of service in case of security incidents on the example of a SIP-based VoIP service: work in progress$|$Peter Steinbacher,Florian Fankhauser,Christian Schanes,Thomas Grechenig$|$2010$|$0$|$http://dl.acm.org/ft_gateway.cfm?id=1941545
Community support for software development in small groups: the initial steps$|$Francesco Lelli,Mehdi Jazayeri$|$2009$|$1$|$http://dl.acm.org/ft_gateway.cfm?id=1595840
Hunting application-level logical errors$|$George Stergiopoulos,Bill Tsoumas,Dimitris Gritzalis$|$2012$|$0$|$
Quantitative software security risk assessment model$|$Idongesit Mkpong-Ruffin,David Umphress,John Hamilton,Juan Gilbert$|$2007$|$1$|$http://dl.acm.org/ft_gateway.cfm?id=1314267
SWAP: Mitigating XSS attacks using a reverse proxy$|$P. Wurzinger,C. Platzer,C. Ludl,E. Kirda,C. Kruegel$|$2009$|$12$|$http://dl.acm.org/ft_gateway.cfm?id=1656379
What is the value of your software?$|$Jelle de Groot,Ariadi Nugroho,Thomas Back,Joost Visser$|$2012$|$2$|$http://dl.acm.org/ft_gateway.cfm?id=2666043
Subjective evaluation of olfactory and visual media synchronization$|$Niall Murray,Yuansong Qiao,Brian Lee,A. K. Karunakar,Gabriel-Miro Muntean$|$2013$|$6$|$http://dl.acm.org/ft_gateway.cfm?id=2483999
Improving performance predictions by accounting for the accuracy of composed performance models$|$Henning Groenda$|$2012$|$2$|$http://dl.acm.org/ft_gateway.cfm?id=2304715
Automatically patching errors in deployed software$|$Jeff H. Perkins,Sunghun Kim,Sam Larsen,Saman Amarasinghe,Jonathan Bachrach,Michael Carbin,Carlos Pacheco,Frank Sherwood,Stelios Sidiroglou,Greg Sullivan,Weng-Fai Wong,Yoav Zibin,Michael D. Ernst,Martin Rinard$|$2009$|$90$|$http://dl.acm.org/ft_gateway.cfm?id=1629585
Usage of multiple prediction models based on defect categories$|$Bora Caglayan,Ayse Tosun,Andriy Miranskyy,Ayse Bener,Nuzio Ruffolo$|$2010$|$4$|$http://dl.acm.org/ft_gateway.cfm?id=1868341
6th ICSE workshop on component-based software engineering: automated reasoning and prediction$|$Ivica Crnkovic,Heinz Schmidt,Judith Stafford,Kurt Wallnau$|$2003$|$3$|$http://dl.acm.org/ft_gateway.cfm?id=776945
Testing randomized software by means of statistical hypothesis tests$|$Ralph Guderlei,Johannes Mayer,Christoph Schneckenburger,Frank Fleischer$|$2007$|$0$|$http://dl.acm.org/ft_gateway.cfm?id=1295084
What is the value of your software?$|$Jelle de Groot,Ariadi Nugroho,Thomas Back,Joost Visser$|$2012$|$2$|$http://dl.acm.org/ft_gateway.cfm?id=2666043
Using quality of service bounds for effective multi-objective software architecture optimization$|$Qais Noorshams,Anne Martens,Ralf Reussner$|$2010$|$3$|$http://dl.acm.org/ft_gateway.cfm?id=1858265
Using software evolution history to facilitate development and maintenance$|$Pamela Bhattacharya$|$2011$|$2$|$http://dl.acm.org/ft_gateway.cfm?id=1986012
Software defect prediction using semi-supervised learning with dimension reduction$|$Huihua Lu,Bojan Cukic,Mark Culp$|$2012$|$3$|$http://dl.acm.org/ft_gateway.cfm?id=2351734
A wireless fair scheduling algorithm for error-prone wireless channels$|$P. Lin,B. Bensaou,Q. L. Ding,K. C. Chua$|$2000$|$4$|$http://dl.acm.org/ft_gateway.cfm?id=345874
Subjective evaluation of olfactory and visual media synchronization$|$Niall Murray,Yuansong Qiao,Brian Lee,A. K. Karunakar,Gabriel-Miro Muntean$|$2013$|$6$|$http://dl.acm.org/ft_gateway.cfm?id=2483999
Using constraint programming to verify DOPLER variability models$|$Raul Mazo,Paul Grunbacher,Wolfgang Heider,Rick Rabiser,Camille Salinesi,Daniel Diaz$|$2011$|$5$|$http://dl.acm.org/ft_gateway.cfm?id=1944904
Optimising multiple quality criteria of service-oriented software architectures$|$Anne Martens,Franz Brosch,Ralf Reussner$|$2009$|$2$|$http://dl.acm.org/ft_gateway.cfm?id=1596481
Model-based adaptation for self-healing systems$|$David Garlan,Bradley Schmerl$|$2002$|$88$|$http://dl.acm.org/ft_gateway.cfm?id=582134
Predicting problems caused by component upgrades$|$Stephen McCamant,Michael D. Ernst$|$2003$|$26$|$http://dl.acm.org/ft_gateway.cfm?id=940110
Quantitative software security risk assessment model$|$Idongesit Mkpong-Ruffin,David Umphress,John Hamilton,Juan Gilbert$|$2007$|$1$|$http://dl.acm.org/ft_gateway.cfm?id=1314267
A comparative analysis of the efficiency of change metrics and static code attributes for defect prediction$|$Raimund Moser,Witold Pedrycz,Giancarlo Succi$|$2008$|$85$|$http://dl.acm.org/ft_gateway.cfm?id=1368114
Towards a reasoning framework for software product line testing$|$Ivan do Carmo Machado$|$2012$|$0$|$http://dl.acm.org/ft_gateway.cfm?id=2364451
Signal Quality Measurements for cDNA Microarray Data$|$Tracy L. Bergemann,Lue Ping Zhao$|$2010$|$2$|$http://dl.acm.org/ft_gateway.cfm?id=1791408
Retrofitting networked applications to add autonomic reconfiguration$|$Michael G. Merideth,Priya Narasimhan$|$2005$|$2$|$http://dl.acm.org/ft_gateway.cfm?id=1083073
Transformations to automate model change evolution$|$Yuehua Lin$|$2006$|$0$|$http://dl.acm.org/ft_gateway.cfm?id=1176716
(Quickly) testing the tester via path coverage$|$Alex Groce$|$2009$|$5$|$http://dl.acm.org/ft_gateway.cfm?id=2134249
Automatic failure recovery for software-defined networks$|$Maciej Kuzniar,Peter Peresini,Nedeljko Vasic,Marco Canini,Dejan Kostic$|$2013$|$3$|$http://dl.acm.org/ft_gateway.cfm?id=2491218
Understanding collateral evolution in Linux device drivers$|$Yoann Padioleau,Julia L. Lawall,Gilles Muller$|$2006$|$22$|$http://dl.acm.org/ft_gateway.cfm?id=1217942
Iterative identification of fault-prone binaries using in-process metrics$|$Lucas Layman,Gunnar Kudrjavets,Nachiappan Nagappan$|$2008$|$5$|$http://dl.acm.org/ft_gateway.cfm?id=1414038
A new test modeling language for interactive applications based on task trees$|$Le Thanh Long,Nguyen Thanh Binh,Ioannis Parissis$|$2013$|$0$|$http://dl.acm.org/ft_gateway.cfm?id=2542081
Assessment of usability metrics for object-oriented software system$|$Sanjay Kumar Dubey,Ajay Rana$|$2010$|$1$|$http://dl.acm.org/ft_gateway.cfm?id=1874400
Helping users avoid bugs in GUI applications$|$Amir Michail,Tao Xie$|$2005$|$6$|$http://dl.acm.org/ft_gateway.cfm?id=1062490
Towards a unified fault-detection benchmark$|$Suzanna Schmeelk$|$2010$|$0$|$http://dl.acm.org/ft_gateway.cfm?id=1806684
Transformations to automate model change evolution$|$Yuehua Lin$|$2006$|$0$|$http://dl.acm.org/ft_gateway.cfm?id=1176716
Generating combinatorial test suite for interaction relationship$|$Wang Ziyuan,Nie Changhai,Xu Baowen$|$2007$|$3$|$http://dl.acm.org/ft_gateway.cfm?id=1295085
(Quickly) testing the tester via path coverage$|$Alex Groce$|$2009$|$5$|$http://dl.acm.org/ft_gateway.cfm?id=2134249
Estimating software projects$|$$|$2001$|$10$|$http://dl.acm.org/ft_gateway.cfm?id=505491
An empirical comparison between direct and indirect test result checking approaches$|$Peifeng Hu,Zhenyu Zhang,W. K. Chan,T. H. Tse$|$2006$|$3$|$http://dl.acm.org/ft_gateway.cfm?id=1188901
Software-Based Fault Tolerant Computing$|$Goutam Kumar Saha$|$2005$|$5$|$http://dl.acm.org/http://ubiquity.acm.org/article.cfm?id=1103070
Synthesizing operating system based device drivers in embedded systems$|$Shaojie Wang,Sharad Malik$|$2003$|$10$|$http://dl.acm.org/ft_gateway.cfm?id=944655
Predicting quality attributes of software product lines using software and network measures and sampling$|$Sergiy S. Kolesnikov,Sven Apel,Norbert Siegmund,Stefan Sobernig,Christian Kastner,Semah Senkaya$|$2013$|$2$|$http://dl.acm.org/ft_gateway.cfm?id=2430511
DEFECTS 2008: international workshop on defects in large software systems$|$Premkumar Devanbu,Brendan Murphy,Nachiappan Nagappan,Thomas Zimmermann,Valentin Dallmeier$|$2008$|$0$|$http://dl.acm.org/ft_gateway.cfm?id=1390668
Are change metrics good predictors for an evolving software product line?$|$Sandeep Krishnan,Chris Strasburg,Robyn R. Lutz,Katerina Goseva-Popstojanova$|$2011$|$6$|$http://dl.acm.org/ft_gateway.cfm?id=2020397
Admission control protocols in mobile ad hoc networks provisioning QoS$|$Muhammad Asif,Zhili Sun,Haitham Cruickshank$|$2009$|$0$|$http://dl.acm.org/ft_gateway.cfm?id=1838075
Designing robust Java programs with exceptions$|$Martin P. Robillard,Gail C. Murphy$|$2000$|$26$|$http://dl.acm.org/ft_gateway.cfm?id=355046
What clone coverage can tell$|$Nils Gode,Benjamin Hummel,Elmar Juergens$|$2012$|$0$|$http://dl.acm.org/ft_gateway.cfm?id=2664419
Unacceptability of instantaneous errors in mobile television: from annoying audio to video$|$Satu Jumisko-Pyykko,Vinod Kumar M. V.,Jari Korhonen$|$2006$|$5$|$http://dl.acm.org/ft_gateway.cfm?id=1152217
